k3,40,70,90,146,123,103,90,0,37,111,87,90,109,180,121,90
k4,40,70,90,146,123,103,90,9,50,63,87,90,109,180,121,90
k5,40,70,90,146,123,103,90,11,77,111,87,90,109,180,121,90
k5,40,70,90,146,123,103,90,11,77,111,87,90,109,180,121,90
k5,40,70,90,146,123,103,90,11,77,111,87,90,109,180,121,90
k5,40,70,90,146,123,103,90,11,77,111,87,90,109,180,121,90
k5,40,70,90,146,123,103,90,11,77,111,87,90,109,180,121,90
k5,40,70,90,146,123,103,90,11,77,111,87,90,109,180,121,90
k5,40,70,90,146,123,103,90,11,77,111,87,90,109,180,121,90
k5,40,70,90,146,123,103,90,11,77,111,87,90,109,180,121,90
k5,40,70,90,146,123,103,90,11,77,111,87,90,109,180,121,90
k5,40,70,90,146,123,103,90,11,77,111,87,90,109,180,121,90
k5,40,70,90,146,123,103,90,11,77,111,87,90,109,180,121,90
k5,40,70,90,146,123,103,90,11,77,111,87,90,109,180,121,90
k5,40,70,90,146,123,103,90,11,77,111,87,90,109,180,121,90
k5,40,70,90,146,123,103,90,11,77,111,87,90,109,180,121,90
k5,40,70,90,146,123,103,90,11,77,111,87,90,109,180,121,90
k5,40,70,90,146,123,103,90,11,77,111,87,90,109,180,121,90
k5,40,70,90,146,123,103,90,11,77,111,87,90,109,180,121,90
k5,40,70,90,146,123,103,90,11,77,111,87,90,109,180,121,90
k5,40,70,90,146,123,103,90,11,77,111,87,90,109,180,121,90
k5,40,70,90,146,123,103,90,11,77,111,87,90,109,180,121,90
k5,40,70,90,146,123,103,90,11,77,111,87,90,109,180,121,90
k5,40,70,90,146,123,103,90,11,77,111,87,90,109,180,121,90
k5,40,70,90,146,123,103,90,11,77,111,87,90,109,180,121,90
k5,40,70,90,146,123,103,90,11,77,111,87,90,109,180,121,90
k5,40,70,90,146,123,103,90,11,77,111,87,90,109,180,121,90
k5,40,70,90,146,123,103,90,11,77,111,87,90,109,180,121,90
k5,40,70,90,146,123,103,90,11,77,111,87,90,109,180,121,90
k5,40,70,90,146,123,103,90,11,77,111,87,90,109,180,121,90
k5,40,70,90,146,123,103,90,11,77,111,87,90,109,180,121,90
k5,40,70,90,146,123,103,90,11,77,111,87,90,109,180,121,90
k5,40,70,90,146,123,103,90,11,77,111,87,90,109,180,121,90
k5,40,70,90,146,123,103,90,11,77,111,87,90,109,180,121,90
k5,40,70,90,146,123,103,90,11,77,111,87,90,109,180,121,90
k5,40,70,90,146,123,103,90,11,77,111,87,90,109,180,121,90
k5,40,70,90,146,123,103,90,11,77,111,87,90,109,180,121,90
k5,40,70,90,146,123,103,90,11,77,111,87,90,109,180,121,90
k5,40,70,90,146,123,103,90,11,77,111,87,90,109,180,121,90
k5,40,70,90,146,123,103,90,11,77,111,87,90,109,180,121,90
k5,40,70,90,146,123,103,90,11,77,111,87,90,109,180,121,90
k5,40,70,90,146,123,103,90,11,77,111,87,90,109,180,121,90
k5,40,70,90,146,123,103,90,11,77,111,87,90,109,180,121,90
k5,40,70,90,146,123,103,90,11,77,111,87,90,109,180,121,90
k5,40,70,90,146,123,103,90,11,77,111,87,90,109,180,121,90
k5,40,70,90,146,123,103,90,11,77,111,87,90,109,180,121,90
k5,40,70,90,146,123,103,90,11,77,111,87,90,109,180,121,90
k5,40,70,90,146,123,103,90,11,77,111,87,90,109,180,121,90
k5,40,70,90,146,123,103,90,11,77,111,87,90,109,180,121,90
k5,40,70,90,146,123,103,90,11,77,111,87,90,109,180,121,90
