pinguino,130,70,90,54,123,90,84,30,16,58,87,106,104,164,122,90
p1,130,70,90,54,123,90,84,30,16,58,87,106,95,164,122,90
paso4,122,70,90,54,123,90,84,23,9,58,87,106,109,172,122,90
pasito,130,70,90,54,123,90,84,30,16,58,87,106,104,164,122,90
pasito,130,70,90,54,123,90,84,30,16,58,87,106,104,164,122,90
pasito,130,70,90,54,123,90,84,30,16,58,87,106,104,164,122,90
pasito,130,70,90,54,123,90,84,30,16,58,87,106,104,164,122,90
pasito,130,70,90,54,123,90,84,30,16,58,87,106,104,164,122,90
pasito,130,70,90,54,123,90,84,30,16,58,87,106,104,164,122,90
pasito,130,70,90,54,123,90,84,30,16,58,87,106,104,164,122,90
pasito,130,70,90,54,123,90,84,30,16,58,87,106,104,164,122,90
pasito,130,70,90,54,123,90,84,30,16,58,87,106,104,164,122,90
pasito,130,70,90,54,123,90,84,30,16,58,87,106,104,164,122,90
pasito,130,70,90,54,123,90,84,30,16,58,87,106,104,164,122,90
pasito,130,70,90,54,123,90,84,30,16,58,87,106,104,164,122,90
pasito,130,70,90,54,123,90,84,30,16,58,87,106,104,164,122,90
pasito,130,70,90,54,123,90,84,30,16,58,87,106,104,164,122,90
pasito,130,70,90,54,123,90,84,30,16,58,87,106,104,164,122,90
pasito,130,70,90,54,123,90,84,30,16,58,87,106,104,164,122,90
pasito,130,70,90,54,123,90,84,30,16,58,87,106,104,164,122,90
pasito,130,70,90,54,123,90,84,30,16,58,87,106,104,164,122,90
pasito,130,70,90,54,123,90,84,30,16,58,87,106,104,164,122,90
pasito,130,70,90,54,123,90,84,30,16,58,87,106,104,164,122,90
pasito,130,70,90,54,123,90,84,30,16,58,87,106,104,164,122,90
pasito,130,70,90,54,123,90,84,30,16,58,87,106,104,164,122,90
pasito,130,70,90,54,123,90,84,30,16,58,87,106,104,164,122,90
pasito,130,70,90,54,123,90,84,30,16,58,87,106,104,164,122,90
pasito,130,70,90,54,123,90,84,30,16,58,87,106,104,164,122,90
pasito,130,70,90,54,123,90,84,30,16,58,87,106,104,164,122,90
pasito,130,70,90,54,123,90,84,30,16,58,87,106,104,164,122,90
pasito,130,70,90,54,123,90,84,30,16,58,87,106,104,164,122,90
pasito,130,70,90,54,123,90,84,30,16,58,87,106,104,164,122,90
pasito,130,70,90,54,123,90,84,30,16,58,87,106,104,164,122,90
pasito,130,70,90,54,123,90,84,30,16,58,87,106,104,164,122,90
pasito,130,70,90,54,123,90,84,30,16,58,87,106,104,164,122,90
pasito,130,70,90,54,123,90,84,30,16,58,87,106,104,164,122,90
pasito,130,70,90,54,123,90,84,30,16,58,87,106,104,164,122,90
