home,128,60,164,54,130,34,90,50,27,63,92,90,81,151,121,90
home,128,60,164,54,130,34,90,50,27,63,92,90,81,151,121,90
i1,128,60,164,54,130,34,90,50,27,63,92,90,110,168,121,90
i2,128,60,164,54,130,34,90,50,27,63,92,90,110,131,85,90
home,128,60,164,54,130,34,90,50,27,63,92,90,81,151,121,90
home,128,60,164,54,130,34,90,50,27,63,92,90,81,151,121,90
d1,128,60,164,54,130,34,90,26,12,63,92,90,81,151,121,90
d2,128,60,164,54,130,34,90,26,31,87,92,90,81,151,121,90
